bull_id,backfat_thickness,ribeye_area,marbling_score,dressing_percentage,subcutaneous_fat,visceral_fat,lean_meat_yield,residual_average_daily_gain,dry_matter_intake,yearling_weight,working_weight,birth_weight,calving_ease_direct,yearling_height,type_of_bull,age_at_collection,mature_height,mature_weight,price_of_semen,bull_name
459,0.4,13.5,6.7,59.0,0.8,0.2,54.8,2.7,3.7,1249.1,870.7,94.5,1.4,56.3,Simmental,1.2,64.0,1867.4,39.0,Daring Dominator
460,0.5,16.5,7.0,59.8,0.5,0.3,60.9,3.2,8.4,691.9,1135.0,93.1,4.9,51.8,Simmental,3.0,61.0,1958.7,55.2,Daring Leader
461,0.5,18.4,3.8,67.7,0.7,0.2,55.9,1.7,0.2,818.9,1122.9,85.8,2.5,54.0,Beefmaster,4.7,64.7,1204.8,67.2,Daring Fighter
462,0.4,15.6,5.9,60.3,1.1,0.4,55.4,3.0,-4.1,956.7,1152.3,98.9,3.1,53.2,Beefmaster,4.1,62.9,1835.8,50.3,Daring Champion
463,0.5,13.9,9.3,58.1,1.0,0.2,53.1,1.7,1.0,825.0,920.9,96.8,3.4,48.9,Limousin,5.7,73.4,1994.0,46.1,Daring Ruler
464,0.6,15.9,8.0,60.0,1.2,0.4,62.8,3.0,3.5,571.7,976.2,104.7,3.7,53.3,Simmental,5.4,60.5,2135.2,46.4,Daring Protector
465,0.6,14.8,7.1,61.1,0.9,0.2,71.5,2.5,1.1,942.2,607.9,82.6,6.4,57.4,Brahman,2.3,53.1,1690.0,53.4,Daring Guardian
466,0.4,17.0,6.9,61.9,1.2,0.3,62.3,2.8,2.7,1001.0,882.0,90.6,1.1,53.2,Santa Gertrudis,4.1,65.1,1955.6,57.9,Daring Alpha
467,0.4,17.5,4.9,62.0,0.6,0.3,66.6,1.7,1.2,784.9,710.9,48.7,6.3,56.3,Charolais,3.5,58.6,1459.5,46.2,Daring Powerhouse
468,0.5,16.7,4.0,59.1,0.8,0.2,59.5,3.4,1.9,720.8,720.0,97.2,2.4,57.1,Brangus,4.6,49.4,2504.2,63.0,Daring Monster
469,0.5,10.7,6.0,60.2,1.1,0.2,56.6,2.3,3.3,975.4,1167.5,72.7,4.8,58.4,Simmental,2.4,64.5,1864.7,39.9,Daring Warrior
470,0.4,16.0,6.9,59.7,1.1,0.3,70.4,3.3,3.7,875.7,851.9,93.7,4.5,50.6,Gelbvieh,1.9,55.5,1850.1,83.3,Daring Warlord
471,0.4,16.0,6.6,57.0,0.8,0.3,57.9,2.4,0.7,945.8,649.7,76.5,1.4,47.2,Simmental,4.9,66.3,2171.6,61.6,Daring Bruiser
472,0.4,16.9,9.2,62.6,0.3,0.5,60.8,2.2,0.3,1312.0,925.1,101.7,4.8,54.7,Charolais,2.2,63.3,2442.4,33.9,Daring Brawler
473,0.6,13.1,6.7,59.6,1.4,0.4,56.2,2.3,3.4,872.8,840.0,107.5,5.5,56.1,Brahman,1.7,54.6,1947.7,36.0,Daring Gladiator
474,0.6,12.5,10.9,59.0,0.4,0.4,59.4,1.9,0.5,905.9,915.9,82.1,4.1,51.9,Charolais,5.1,69.9,2013.3,60.8,Daring Giant
475,0.4,11.5,3.5,61.1,0.9,0.4,51.9,1.9,2.4,1074.1,1131.6,65.2,3.4,53.8,Limousin,3.6,52.2,1592.5,66.3,Daring Colossus
476,0.4,16.7,8.1,55.2,0.8,0.3,65.4,3.2,-0.5,713.9,842.7,96.7,2.4,56.9,Charolais,4.2,58.6,2018.0,81.8,Daring Titan
477,0.3,14.0,8.2,60.8,1.1,0.1,53.2,2.1,2.5,1046.3,950.1,76.2,5.2,50.8,Angus,3.3,55.0,1783.8,65.1,Daring Hulk
478,0.6,10.5,11.0,61.5,0.5,0.5,56.3,2.2,2.8,790.5,808.7,79.7,7.9,53.8,Angus,2.3,48.4,2397.4,42.2,Daring Ram
479,0.5,11.3,11.4,58.4,0.6,0.6,77.4,2.1,1.4,970.0,844.6,100.1,3.7,55.0,Limousin,3.8,55.7,2418.5,40.5,Daring Heifer
480,0.5,13.8,5.8,62.4,1.2,0.4,51.4,1.6,0.2,783.4,1100.4,83.8,5.4,54.6,Santa Gertrudis,-0.3,62.1,1739.9,56.8,Daring Buck
481,0.4,13.8,6.2,62.1,1.0,0.4,63.6,2.5,2.2,985.9,751.2,113.4,4.5,54.2,Brahman,2.0,62.4,2016.8,64.1,Resilient Bull
482,0.6,16.2,5.5,61.9,0.9,0.2,58.1,2.4,0.6,991.7,769.6,94.6,4.5,55.8,Beefmaster,3.9,64.6,1904.1,63.6,Resilient Stallion
483,0.5,17.0,6.0,61.9,1.2,0.3,58.8,2.5,1.8,832.1,812.2,80.1,-0.3,54.7,Angus,3.4,70.2,1937.2,47.6,Resilient Sire
484,0.5,12.1,4.3,61.2,0.4,0.3,53.5,2.6,3.4,644.7,931.2,88.8,3.2,51.4,Brahman,4.8,65.1,2276.0,39.9,Resilient Male
485,0.5,13.7,-0.1,60.7,0.8,0.4,62.2,2.4,2.4,711.9,795.4,84.9,-0.2,49.7,Beefmaster,3.5,51.0,1947.7,62.0,Resilient Bullfighter
486,0.6,13.9,6.0,60.0,1.1,0.4,58.4,2.4,3.9,647.7,813.9,124.3,2.9,51.8,Gelbvieh,0.3,57.7,2483.4,65.7,Resilient Beast
487,0.5,14.7,4.4,59.8,1.2,0.3,58.4,3.6,4.8,666.4,1090.2,91.8,1.7,53.6,Beefmaster,1.6,57.0,1768.6,43.7,Resilient Brute
488,0.4,15.0,7.5,56.8,0.9,0.2,52.7,2.4,3.9,858.9,784.1,87.9,3.5,52.5,Brangus,3.0,53.1,2166.3,40.7,Resilient Charger
489,0.5,19.8,4.3,60.7,1.3,0.5,53.6,2.2,5.1,968.1,1103.7,99.6,4.9,54.2,Gelbvieh,3.3,55.0,1552.1,48.4,Resilient Dominator
490,0.7,16.0,7.5,60.4,0.8,0.3,70.6,2.4,0.3,812.0,778.0,86.8,4.6,52.7,Angus,3.9,67.6,2383.1,38.9,Resilient Leader
491,0.5,12.0,7.7,61.0,0.8,0.3,57.8,1.9,-2.7,784.6,775.3,95.2,6.5,52.7,Beefmaster,1.2,60.7,2386.3,63.5,Resilient Fighter
492,0.4,17.9,3.3,60.2,0.3,0.3,68.5,3.0,-0.9,958.1,834.7,89.8,1.7,50.7,Brangus,5.6,60.7,1457.4,32.0,Resilient Champion
493,0.6,11.4,6.7,59.5,0.9,0.1,58.8,2.2,2.0,1046.3,801.2,104.8,3.8,52.9,Brangus,0.6,61.7,2178.0,44.3,Resilient Ruler
494,0.5,14.6,4.9,59.6,0.8,0.4,63.9,3.3,2.8,522.1,1032.1,94.4,1.2,50.3,Charolais,1.1,56.4,1240.7,50.8,Resilient Protector
495,0.4,15.9,6.2,60.5,1.3,0.2,59.9,2.6,1.1,730.2,749.5,104.9,5.4,54.3,Santa Gertrudis,2.3,57.8,1936.8,38.8,Resilient Guardian
496,0.4,14.7,8.4,61.9,1.2,0.4,60.7,3.7,-0.8,742.2,690.9,112.0,4.4,55.6,Santa Gertrudis,3.3,67.2,2355.5,79.4,Resilient Alpha
497,0.5,15.6,9.1,62.4,1.1,0.3,56.1,2.1,0.2,708.1,848.8,67.1,0.8,53.2,Charolais,3.9,52.5,2053.5,73.4,Resilient Powerhouse
498,0.5,14.2,13.7,59.1,1.1,0.4,58.6,2.8,4.0,887.6,625.3,117.4,3.1,58.0,Santa Gertrudis,3.0,63.6,1467.4,60.8,Resilient Monster
499,0.5,11.6,6.3,58.9,0.6,0.4,58.9,2.8,3.1,653.7,1040.2,78.2,7.0,57.9,Beefmaster,2.9,68.9,2188.4,74.2,Resilient Warrior
500,0.4,11.0,5.7,58.9,1.6,0.3,56.2,3.1,2.2,1140.5,871.5,80.3,1.1,55.4,Angus,2.6,61.1,1515.4,79.6,Resilient Warlord
501,0.5,12.7,10.5,60.0,1.7,0.4,65.3,3.3,-2.1,716.5,1166.6,98.8,4.7,53.1,Gelbvieh,3.0,64.9,1640.3,57.1,Resilient Bruiser
502,0.5,13.8,3.3,59.5,0.4,0.3,63.4,2.7,3.6,1288.0,931.5,65.5,1.8,56.7,Santa Gertrudis,3.4,59.6,1958.3,84.0,Resilient Brawler
503,0.5,17.8,5.2,60.9,0.7,0.4,52.3,2.7,3.1,982.7,1064.2,91.1,3.4,52.6,Angus,2.1,62.2,2094.5,54.4,Resilient Gladiator
504,0.5,14.1,6.7,60.3,0.8,0.3,63.3,2.7,5.6,417.6,826.9,82.5,6.5,54.7,Santa Gertrudis,5.4,54.0,2021.1,47.0,Resilient Giant
505,0.6,13.7,7.8,59.4,0.6,0.4,65.0,2.5,6.0,944.8,792.0,104.0,5.0,59.4,Brahman,3.3,64.9,2107.5,43.8,Resilient Colossus
506,0.4,15.4,5.9,66.4,1.0,0.3,57.5,2.8,-0.4,1115.7,835.2,109.8,0.8,46.6,Gelbvieh,-0.2,60.1,1839.5,38.9,Resilient Titan
507,0.7,12.4,6.1,61.6,1.0,0.2,66.0,2.6,1.6,790.8,888.4,81.1,0.9,48.2,Angus,2.2,52.3,2122.4,55.5,Resilient Hulk
508,0.3,14.2,6.4,58.8,0.4,0.4,65.2,3.1,0.8,452.0,844.0,89.8,4.2,55.2,Brangus,4.1,54.3,2120.4,59.4,Resilient Ram
509,0.7,12.4,9.6,62.3,0.5,0.4,56.6,3.2,3.1,869.9,1039.9,94.6,0.7,51.8,Gelbvieh,4.1,53.2,2017.1,59.2,Resilient Heifer
510,0.5,15.3,4.0,61.8,0.9,0.2,55.8,2.8,0.6,712.8,1102.4,70.6,4.4,52.4,Gelbvieh,2.2,67.0,1988.5,69.9,Resilient Buck
511,0.4,14.7,9.8,62.2,1.0,0.3,64.7,2.4,2.2,768.0,881.3,92.8,2.4,51.7,Santa Gertrudis,3.8,61.0,1963.2,68.7,Tenacious Bull
512,0.5,15.8,-0.3,61.0,0.8,0.3,58.9,2.8,2.3,646.2,873.6,99.3,2.1,54.3,Beefmaster,2.2,65.7,2019.6,40.2,Tenacious Stallion
513,0.4,14.4,5.8,56.8,0.9,0.2,65.2,2.6,5.1,958.2,726.0,95.7,1.8,58.6,Charolais,4.1,59.9,2354.7,56.7,Tenacious Sire
514,0.4,14.1,2.8,60.5,1.1,0.4,55.6,3.4,0.6,790.1,959.3,101.3,3.9,57.0,Simmental,3.4,59.3,2060.7,57.3,Tenacious Male
515,0.6,15.9,7.8,58.3,1.4,0.3,56.4,2.0,0.9,568.6,1048.4,94.6,6.1,55.5,Charolais,3.6,57.7,1856.9,34.6,Tenacious Bullfighter
516,0.5,15.8,8.8,58.8,0.6,0.3,59.3,2.0,0.7,992.4,924.9,84.3,5.8,55.8,Charolais,5.4,61.3,2195.4,37.3,Tenacious Beast
517,0.4,13.9,3.0,56.9,0.8,0.3,64.2,2.0,3.0,897.9,717.0,104.8,4.0,50.6,Santa Gertrudis,3.6,51.9,2297.8,77.6,Tenacious Brute
518,0.4,12.4,5.9,60.3,0.9,0.4,56.2,1.9,2.3,974.1,963.5,70.3,4.5,53.7,Angus,2.3,54.6,2097.9,65.3,Tenacious Charger
519,0.3,13.4,5.5,57.1,1.1,0.4,63.4,2.2,5.9,1268.1,1028.1,80.8,7.6,49.8,Limousin,2.7,61.1,1659.5,76.0,Tenacious Dominator
520,0.4,13.4,2.4,61.8,0.2,0.3,61.1,2.3,4.5,573.7,751.7,98.6,3.5,54.1,Brahman,3.4,60.1,1644.2,58.6,Tenacious Leader
521,0.4,14.2,8.9,62.1,1.1,0.3,66.2,3.7,4.1,691.0,924.2,93.3,2.6,54.6,Brangus,2.3,58.5,2510.2,32.2,Tenacious Fighter
522,0.4,16.8,6.5,62.9,1.3,0.4,52.3,2.5,1.2,540.1,932.1,91.0,2.0,52.6,Simmental,1.8,56.7,2174.3,94.6,Tenacious Champion
523,0.4,15.1,2.1,59.4,1.3,0.1,66.3,3.7,1.0,1097.3,994.5,72.3,3.1,50.8,Charolais,6.4,59.4,2007.5,39.7,Tenacious Ruler
524,0.5,15.3,4.9,58.8,0.9,0.3,69.4,2.8,1.1,743.7,956.2,95.0,5.7,50.7,Beefmaster,2.6,61.1,1492.7,60.0,Tenacious Protector
525,0.3,16.5,8.1,56.4,0.4,0.4,60.3,2.8,1.9,860.5,853.5,87.5,2.2,54.5,Gelbvieh,2.8,55.5,1984.5,56.3,Tenacious Guardian
526,0.5,11.4,6.8,52.4,1.0,0.3,60.5,1.6,4.8,894.0,1121.6,79.8,3.3,52.9,Hereford,2.9,65.0,2232.4,63.6,Tenacious Alpha
527,0.6,17.3,5.1,61.9,1.0,0.3,52.4,2.8,6.3,633.3,615.7,81.5,3.9,50.8,Hereford,5.6,60.8,2364.0,55.5,Tenacious Powerhouse
528,0.6,17.7,9.0,57.6,1.2,0.2,61.6,2.4,1.7,804.9,734.5,85.1,1.6,54.8,Beefmaster,3.7,56.4,1820.3,24.8,Tenacious Monster
529,0.5,13.9,7.6,61.7,0.3,0.4,56.7,2.8,6.7,801.1,569.5,96.9,4.8,47.8,Limousin,5.5,61.0,2306.7,54.6,Tenacious Warrior
530,0.4,15.3,10.3,58.6,0.9,0.2,58.8,3.3,2.1,1097.8,593.7,64.8,3.4,58.6,Beefmaster,4.9,56.2,1696.3,56.0,Tenacious Warlord
531,0.4,16.1,6.9,59.6,1.5,0.4,61.2,2.4,2.7,693.3,602.6,97.1,4.8,57.7,Santa Gertrudis,4.9,57.1,2093.4,29.2,Tenacious Bruiser
532,0.6,15.0,2.7,59.4,0.6,0.3,50.1,2.5,0.3,966.7,764.6,67.9,5.9,56.4,Charolais,1.3,55.1,2125.3,60.4,Tenacious Brawler
533,0.6,15.4,5.3,57.2,1.3,0.3,60.9,1.8,3.2,763.6,774.2,87.4,3.6,55.4,Simmental,1.9,60.7,2185.0,50.7,Tenacious Gladiator
534,0.5,13.7,9.3,56.9,1.6,0.3,50.3,2.2,1.7,634.0,840.3,70.4,5.9,46.5,Angus,2.3,61.3,2021.8,61.1,Tenacious Giant
535,0.5,15.7,4.6,59.3,1.4,0.3,62.2,1.5,3.9,1115.1,1175.6,99.4,5.2,55.2,Santa Gertrudis,2.9,48.8,2021.2,62.2,Tenacious Colossus
536,0.5,13.8,6.8,59.6,1.2,0.3,54.5,2.5,2.2,828.9,783.2,74.8,2.3,53.0,Brangus,1.5,61.0,2445.7,64.8,Tenacious Titan
537,0.7,14.4,5.3,59.0,1.0,0.4,56.5,2.7,4.6,968.6,959.0,107.2,0.1,47.8,Simmental,0.9,62.2,1976.0,55.3,Tenacious Hulk
538,0.5,16.0,5.1,59.3,0.8,0.2,66.0,3.7,-2.7,387.1,1076.0,89.4,0.1,56.3,Gelbvieh,4.4,53.0,2277.5,52.1,Tenacious Ram
539,0.5,18.5,6.8,61.0,1.3,0.2,62.3,3.0,0.6,1108.8,825.5,77.3,3.2,52.4,Gelbvieh,5.1,56.2,1979.9,69.9,Tenacious Heifer
540,0.5,12.4,6.0,61.7,0.7,0.5,58.7,2.1,1.8,941.5,849.1,107.0,3.8,52.1,Limousin,3.6,62.0,1105.7,51.6,Tenacious Buck
541,0.5,9.9,6.8,58.5,1.2,0.6,56.0,2.3,1.1,804.5,960.1,76.5,5.6,49.2,Angus,3.4,52.3,1991.7,42.4,Gallant Bull
542,0.6,16.0,2.8,61.4,-0.2,0.4,59.5,2.2,3.1,625.1,1051.9,94.1,2.5,51.8,Gelbvieh,2.9,68.4,2043.0,69.5,Gallant Stallion
543,0.6,15.1,8.0,62.7,0.9,0.4,69.3,2.1,1.5,725.0,653.7,82.1,2.0,53.2,Charolais,2.1,75.8,1854.5,57.8,Gallant Sire
544,0.7,16.7,6.3,58.3,1.1,0.2,52.1,2.2,2.6,832.6,789.1,74.9,4.5,52.5,Charolais,4.3,59.9,2059.6,60.0,Gallant Male
545,0.5,16.4,3.5,59.1,1.2,0.1,54.6,1.9,1.9,584.1,761.2,55.9,5.3,49.4,Santa Gertrudis,2.6,53.9,2118.6,48.1,Gallant Bullfighter
546,0.5,13.7,8.7,56.1,0.7,0.4,57.9,2.7,3.4,800.1,849.6,96.1,6.5,58.2,Simmental,1.1,55.0,1944.0,80.4,Gallant Beast
547,0.4,15.3,9.4,57.4,0.7,0.2,63.3,3.2,0.2,620.3,875.3,85.2,5.7,54.4,Brahman,2.0,53.0,1872.2,69.6,Gallant Brute
548,0.6,12.6,5.7,56.2,0.8,0.3,59.1,2.2,1.9,1165.1,748.0,109.8,2.7,54.1,Limousin,1.5,60.4,1661.0,38.9,Gallant Charger
549,0.5,18.7,7.8,60.5,0.8,0.3,63.2,3.3,0.6,1018.4,1007.0,73.4,-0.6,53.6,Angus,5.0,52.3,1802.3,47.0,Gallant Dominator
550,0.6,16.5,6.2,62.5,0.6,0.3,62.0,2.6,3.5,959.4,975.6,91.1,2.2,58.3,Brangus,1.7,60.2,2618.4,76.7,Gallant Leader
551,0.6,16.2,8.3,62.0,0.5,0.4,56.2,2.1,4.3,1074.2,681.8,63.6,2.6,59.1,Simmental,1.5,65.5,1762.9,44.7,Gallant Fighter
552,0.5,20.3,9.1,60.3,0.4,0.2,55.8,2.7,-1.4,858.0,887.3,97.9,4.3,57.1,Charolais,5.0,67.3,1716.4,57.5,Gallant Champion
553,0.3,17.4,2.7,59.2,1.4,0.5,54.4,3.1,5.3,702.3,742.8,111.6,4.5,52.0,Brahman,3.6,58.8,2208.1,64.7,Gallant Ruler
554,0.6,14.0,5.8,60.1,0.8,0.2,58.3,3.0,1.5,892.0,937.3,69.7,7.7,53.7,Brahman,1.6,52.3,1934.9,80.8,Gallant Protector
555,0.6,14.6,5.8,65.4,0.7,0.4,66.2,2.3,1.8,888.4,956.9,94.2,4.1,51.8,Beefmaster,3.3,58.6,1655.1,40.9,Gallant Guardian
556,0.4,14.1,4.8,60.9,1.1,0.2,64.0,2.6,4.2,694.2,977.3,108.3,4.0,53.6,Simmental,2.6,60.1,1821.6,64.4,Gallant Alpha
557,0.7,15.9,4.6,55.7,0.5,0.3,54.5,3.1,-0.7,623.6,1127.8,102.9,2.0,55.9,Angus,2.3,59.7,2086.9,53.8,Gallant Powerhouse
558,0.5,12.4,7.3,56.6,0.9,0.3,70.6,3.0,0.6,649.2,978.1,61.1,4.7,54.9,Angus,4.6,66.9,1938.2,53.4,Gallant Monster
559,0.3,15.3,5.6,59.3,0.6,0.3,61.6,3.8,4.6,954.5,1035.7,106.4,8.5,55.0,Gelbvieh,3.9,56.9,1753.0,33.4,Gallant Warrior
560,0.5,16.9,6.9,57.5,1.5,0.5,56.9,2.3,1.7,670.1,986.5,89.2,4.4,56.7,Brangus,2.6,63.5,1369.1,46.2,Gallant Warlord
561,0.5,13.9,9.4,59.7,0.3,0.5,53.6,2.4,1.3,548.4,926.2,89.5,5.1,56.1,Gelbvieh,6.4,57.4,2377.9,71.2,Gallant Bruiser
562,0.4,18.2,13.5,58.0,0.8,0.2,60.7,3.1,-0.3,831.6,800.5,102.8,4.4,54.8,Brangus,4.1,59.1,2025.8,36.5,Gallant Brawler
563,0.4,15.4,2.4,58.4,0.3,0.2,48.4,2.4,2.9,1094.4,755.6,83.3,2.6,52.1,Limousin,2.6,63.1,1590.4,89.9,Gallant Gladiator
564,0.5,13.1,2.6,63.8,1.0,0.3,64.7,2.3,1.0,826.2,742.0,103.5,3.9,53.7,Santa Gertrudis,2.5,67.8,2387.8,57.6,Gallant Giant
565,0.5,16.5,5.0,61.8,1.2,0.4,61.2,2.4,3.6,664.6,659.5,89.5,2.5,58.0,Beefmaster,4.0,62.8,2224.9,89.5,Gallant Colossus
566,0.6,14.3,3.9,60.4,0.4,0.4,68.2,2.3,2.5,871.8,634.4,103.7,3.5,61.3,Simmental,2.6,52.4,1928.4,51.6,Gallant Titan
567,0.6,12.7,4.4,61.1,0.9,0.3,63.5,2.2,2.2,973.9,933.7,77.4,3.1,53.5,Brahman,3.8,58.6,2194.0,54.7,Gallant Hulk
568,0.5,12.7,4.6,59.9,0.6,0.2,54.8,2.9,3.9,791.6,1122.3,84.4,5.6,52.7,Hereford,3.4,63.5,2138.7,75.5,Gallant Ram
569,0.6,14.0,9.3,60.0,0.9,0.2,62.4,2.2,5.9,760.4,811.1,102.9,3.3,53.2,Hereford,6.3,60.5,1843.0,63.3,Gallant Heifer
570,0.6,17.4,4.8,54.4,0.4,0.4,51.4,2.6,2.6,1169.2,797.3,74.6,0.3,55.4,Simmental,4.3,64.2,2427.0,80.8,Gallant Buck
571,0.4,17.2,6.8,59.0,1.1,0.3,58.7,3.0,-1.7,683.7,875.5,77.8,2.4,59.0,Beefmaster,5.6,64.2,2257.3,54.1,Valiant Bull
572,0.5,15.4,5.3,57.9,0.8,0.2,49.8,2.6,2.0,939.1,1006.2,87.6,2.7,58.5,Simmental,1.5,54.9,2708.1,44.8,Valiant Stallion
573,0.5,12.4,5.3,63.3,0.5,0.3,56.4,2.7,1.9,766.0,887.9,64.6,7.6,55.2,Charolais,2.6,50.0,1705.2,53.6,Valiant Sire
574,0.6,17.5,6.7,57.1,0.7,0.3,58.9,2.9,2.6,852.6,952.7,86.1,6.6,48.1,Hereford,3.4,60.2,1533.1,22.8,Valiant Male
575,0.3,16.5,7.4,60.5,1.2,0.2,54.0,3.0,-2.6,709.5,906.8,82.9,3.0,58.8,Brangus,3.5,50.6,1643.8,39.6,Valiant Bullfighter
576,0.7,13.5,2.3,62.8,0.9,0.2,65.0,3.3,0.5,692.7,779.8,106.5,6.2,51.9,Simmental,5.5,59.1,2049.6,38.1,Valiant Beast
577,0.5,17.4,6.7,61.4,0.5,0.2,62.2,2.4,2.8,979.2,1117.2,122.8,7.5,56.2,Limousin,4.1,62.6,2362.9,53.6,Valiant Brute
578,0.5,17.1,7.7,63.3,0.6,0.3,59.3,2.9,4.5,858.3,871.6,86.2,3.8,55.4,Limousin,1.9,51.9,2284.1,69.1,Valiant Charger
579,0.4,15.8,9.0,57.2,1.2,0.3,63.2,2.0,2.1,684.0,712.0,73.1,5.4,50.3,Brahman,2.0,57.9,1764.0,69.0,Valiant Dominator
580,0.5,15.0,8.8,60.4,0.7,0.2,63.7,2.8,4.7,1158.5,925.9,97.8,6.7,59.0,Hereford,3.0,52.1,1844.6,70.6,Valiant Leader
581,0.5,18.2,6.0,62.4,0.5,0.2,61.1,1.9,0.3,832.3,842.4,105.4,6.5,55.2,Angus,4.5,57.6,2197.4,53.0,Valiant Fighter
582,0.3,17.0,6.9,58.5,0.9,0.3,55.7,2.4,2.7,783.6,1038.9,105.0,2.4,52.9,Angus,3.8,63.8,1921.5,52.4,Valiant Champion
583,0.4,17.5,8.9,56.9,0.8,0.5,54.7,2.4,4.7,791.8,959.2,102.0,-0.0,48.2,Simmental,5.6,65.5,2408.4,56.1,Valiant Ruler
584,0.6,11.2,8.5,56.0,1.0,0.6,53.4,3.7,2.7,1017.0,799.8,86.5,4.2,50.2,Hereford,1.5,62.4,1899.3,66.0,Valiant Protector
585,0.4,21.6,5.8,62.4,1.2,0.4,57.3,2.4,2.7,1115.4,996.8,89.5,0.3,51.5,Charolais,2.8,65.6,1779.3,34.5,Valiant Guardian
586,0.5,13.7,5.9,62.0,1.3,0.3,62.3,2.9,2.3,892.1,911.8,102.9,1.8,54.8,Simmental,3.3,59.3,2146.4,77.1,Valiant Alpha
587,0.6,13.0,9.0,60.3,0.7,0.4,60.9,3.2,3.8,873.2,771.2,94.6,3.9,55.7,Limousin,1.0,55.4,1691.0,52.2,Valiant Powerhouse
588,0.4,16.2,8.3,61.1,1.0,0.3,56.3,2.3,4.1,852.1,712.8,61.9,6.1,55.0,Gelbvieh,3.0,56.7,2381.3,48.9,Valiant Monster
589,0.5,19.0,8.0,58.5,1.2,0.4,65.0,2.7,4.6,712.5,657.0,63.7,2.3,51.6,Simmental,4.1,69.8,1931.2,63.0,Valiant Warrior
590,0.5,14.4,7.8,55.0,0.8,0.3,59.1,1.9,2.3,524.5,804.0,75.1,2.2,59.6,Santa Gertrudis,4.0,45.1,2009.5,57.7,Valiant Warlord
591,0.4,16.1,6.0,62.8,0.8,0.3,62.2,2.0,4.6,581.4,690.8,92.7,1.8,54.0,Beefmaster,3.6,59.4,2120.9,25.2,Valiant Bruiser
592,0.5,14.3,5.3,61.3,0.4,0.4,56.1,3.0,5.7,959.4,1040.0,73.0,5.6,55.8,Hereford,3.9,71.5,2389.1,86.5,Valiant Brawler
593,0.6,16.7,6.1,58.9,0.4,0.4,47.8,3.4,2.8,814.4,941.7,72.4,4.1,51.7,Hereford,3.1,67.8,1741.3,60.3,Valiant Gladiator
594,0.6,15.7,8.3,56.5,0.7,0.3,60.5,2.8,-0.2,756.5,917.9,85.8,4.7,56.1,Beefmaster,2.1,63.9,1992.3,42.4,Valiant Giant
595,0.6,14.6,2.5,55.8,1.0,0.4,54.4,2.6,3.6,727.8,885.2,84.6,5.9,55.5,Brangus,1.0,68.2,2245.4,70.3,Valiant Colossus
596,0.5,15.3,10.8,61.7,1.0,0.4,56.6,2.5,4.4,1139.7,909.5,72.2,4.3,55.1,Limousin,2.4,54.0,1735.5,52.1,Valiant Titan
597,0.4,13.2,7.4,57.4,1.1,0.2,56.5,2.5,5.0,714.7,887.3,53.8,2.7,53.1,Charolais,0.0,61.4,2409.0,43.8,Valiant Hulk
598,0.6,15.4,6.1,58.3,1.0,0.3,64.7,2.1,2.8,866.0,1022.6,103.5,7.2,52.0,Santa Gertrudis,1.1,62.3,2089.5,53.0,Valiant Ram
599,0.5,16.4,4.4,60.5,0.1,0.4,64.0,1.9,6.7,1101.0,1087.4,97.0,2.2,59.5,Beefmaster,5.8,52.0,1830.6,60.5,Valiant Heifer
600,0.6,14.0,4.4,62.9,0.7,0.4,60.1,2.7,-1.7,745.1,1109.6,92.1,6.3,60.0,Charolais,3.9,56.7,1970.6,47.3,Valiant Buck
601,0.5,15.5,5.8,59.2,1.1,0.1,59.1,2.6,5.7,367.4,1009.0,91.1,3.2,47.6,Beefmaster,5.1,53.7,1969.2,37.2,Heroic Bull
602,0.4,20.0,7.7,59.3,0.8,0.3,56.2,2.4,2.9,591.0,774.3,79.6,2.3,49.5,Santa Gertrudis,5.5,59.6,2138.0,55.4,Heroic Stallion
603,0.5,14.3,7.1,60.0,0.6,0.2,56.2,2.3,2.0,735.9,849.0,79.6,5.6,51.9,Gelbvieh,2.3,64.2,2032.1,55.7,Heroic Sire
604,0.5,15.6,8.4,59.8,0.7,0.4,60.2,3.1,1.0,1085.1,1013.6,71.7,4.5,53.0,Brangus,2.3,53.7,1948.2,62.8,Heroic Male
605,0.3,13.8,9.9,60.7,1.1,0.2,61.3,2.7,4.6,1051.9,1028.4,95.4,4.5,60.2,Angus,3.8,71.5,2501.4,54.1,Heroic Bullfighter
606,0.5,14.8,6.6,59.4,0.5,0.3,57.9,3.1,3.7,780.9,721.8,107.3,5.5,57.4,Gelbvieh,5.7,64.5,1918.6,35.7,Heroic Beast
607,0.6,15.2,4.2,59.6,0.7,0.3,60.2,2.0,0.3,1022.5,932.0,110.7,6.0,50.5,Limousin,0.4,61.4,2253.8,50.3,Heroic Brute
608,0.6,13.2,11.3,58.6,1.0,0.4,55.8,2.4,2.6,1155.2,976.0,89.0,2.6,51.3,Santa Gertrudis,3.9,51.2,1550.9,29.4,Heroic Charger
609,0.5,16.3,10.1,63.3,0.9,0.3,70.9,2.3,5.2,979.4,960.3,64.1,4.7,54.0,Limousin,3.2,55.8,1857.4,36.8,Heroic Dominator
610,0.6,14.6,4.7,58.3,1.1,0.3,60.1,2.6,4.3,843.5,1021.5,53.3,3.3,59.2,Charolais,3.6,57.7,1999.7,59.2,Heroic Leader
611,0.3,17.5,8.1,56.6,1.5,0.3,62.1,2.0,1.6,1085.2,947.5,82.5,4.3,52.3,Beefmaster,4.3,52.1,1767.9,60.1,Heroic Fighter
